[02-18 00:51] === Binance V3 启动 ===
[02-18 00:51] 原则: 均线多头+回调企稳 | 严格止损2%
[02-18 00:51] BTCUSDT: 价格$67,394 | MA20=68,978 | MA50=68,469 | 信号: None
[02-27 01:05] BTCUSDT: 价格$67,324 | MA20=65,809 | MA50=66,726 | 信号: None
[02-27 01:05] ETHUSDT: 价格$2,030 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 01:10] BTCUSDT: 价格$67,082 | MA20=65,797 | MA50=66,721 | 信号: None
[02-27 01:10] ETHUSDT: 价格$2,021 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 01:15] BTCUSDT: 价格$67,163 | MA20=65,801 | MA50=66,722 | 信号: None
[02-27 01:15] ETHUSDT: 价格$2,027 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 01:20] BTCUSDT: 价格$67,193 | MA20=65,803 | MA50=66,723 | 信号: None
[02-27 01:20] ETHUSDT: 价格$2,027 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 01:25] BTCUSDT: 价格$67,324 | MA20=65,809 | MA50=66,726 | 信号: None
[02-27 01:25] ETHUSDT: 价格$2,031 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 01:30] BTCUSDT: 价格$67,440 | MA20=65,815 | MA50=66,728 | 信号: None
[02-27 01:30] ETHUSDT: 价格$2,034 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 01:35] BTCUSDT: 价格$67,112 | MA20=65,798 | MA50=66,721 | 信号: None
[02-27 01:35] ETHUSDT: 价格$2,017 | MA20=1,936 | MA50=1,948 | 信号: None
[02-27 01:40] BTCUSDT: 价格$67,062 | MA20=65,796 | MA50=66,720 | 信号: None
[02-27 01:40] ETHUSDT: 价格$2,013 | MA20=1,936 | MA50=1,948 | 信号: None
[02-27 01:45] BTCUSDT: 价格$66,900 | MA20=65,788 | MA50=66,717 | 信号: None
[02-27 01:45] ETHUSDT: 价格$2,002 | MA20=1,936 | MA50=1,947 | 信号: None
[02-27 01:50] BTCUSDT: 价格$67,010 | MA20=65,793 | MA50=66,719 | 信号: None
[02-27 01:50] ETHUSDT: 价格$2,000 | MA20=1,936 | MA50=1,947 | 信号: None
[02-27 01:55] BTCUSDT: 价格$66,628 | MA20=65,774 | MA50=66,712 | 信号: None
[02-27 01:55] ETHUSDT: 价格$1,985 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:00] BTCUSDT: 价格$66,715 | MA20=65,779 | MA50=66,713 | 信号: None
[02-27 02:00] ETHUSDT: 价格$1,987 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:05] BTCUSDT: 价格$66,895 | MA20=65,788 | MA50=66,717 | 信号: None
[02-27 02:05] ETHUSDT: 价格$1,993 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:10] BTCUSDT: 价格$66,968 | MA20=65,791 | MA50=66,719 | 信号: None
[02-27 02:10] ETHUSDT: 价格$1,995 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:15] BTCUSDT: 价格$66,909 | MA20=65,788 | MA50=66,717 | 信号: None
[02-27 02:15] ETHUSDT: 价格$1,991 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:20] BTCUSDT: 价格$66,878 | MA20=65,787 | MA50=66,717 | 信号: None
[02-27 02:20] ETHUSDT: 价格$1,991 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:25] BTCUSDT: 价格$66,836 | MA20=65,785 | MA50=66,716 | 信号: None
[02-27 02:25] ETHUSDT: 价格$1,989 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:30] BTCUSDT: 价格$66,951 | MA20=65,790 | MA50=66,718 | 信号: None
[02-27 02:30] ETHUSDT: 价格$1,992 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:35] BTCUSDT: 价格$66,896 | MA20=65,788 | MA50=66,717 | 信号: None
[02-27 02:35] ETHUSDT: 价格$1,993 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:40] BTCUSDT: 价格$66,791 | MA20=65,782 | MA50=66,715 | 信号: None
[02-27 02:40] ETHUSDT: 价格$1,988 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:45] BTCUSDT: 价格$66,751 | MA20=65,780 | MA50=66,714 | 信号: None
[02-27 02:45] ETHUSDT: 价格$1,988 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:50] BTCUSDT: 价格$66,627 | MA20=65,774 | MA50=66,712 | 信号: None
[02-27 02:50] ETHUSDT: 价格$1,983 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 02:55] BTCUSDT: 价格$66,761 | MA20=65,781 | MA50=66,714 | 信号: None
[02-27 02:55] ETHUSDT: 价格$1,987 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 03:00] BTCUSDT: 价格$66,834 | MA20=65,785 | MA50=66,716 | 信号: None
[02-27 03:00] ETHUSDT: 价格$1,989 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 03:05] BTCUSDT: 价格$66,857 | MA20=65,786 | MA50=66,716 | 信号: None
[02-27 03:05] ETHUSDT: 价格$1,990 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 03:10] BTCUSDT: 价格$66,721 | MA20=65,779 | MA50=66,714 | 信号: None
[02-27 03:10] ETHUSDT: 价格$1,985 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 03:15] BTCUSDT: 价格$66,760 | MA20=65,781 | MA50=66,714 | 信号: None
[02-27 03:15] ETHUSDT: 价格$1,984 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 03:20] BTCUSDT: 价格$66,942 | MA20=65,790 | MA50=66,718 | 信号: None
[02-27 03:20] ETHUSDT: 价格$1,991 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 03:25] BTCUSDT: 价格$66,947 | MA20=65,790 | MA50=66,718 | 信号: None
[02-27 03:25] ETHUSDT: 价格$1,987 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 03:30] BTCUSDT: 价格$66,926 | MA20=65,789 | MA50=66,718 | 信号: None
[02-27 03:30] ETHUSDT: 价格$1,990 | MA20=1,935 | MA50=1,947 | 信号: None
[02-27 03:35] BTCUSDT: 价格$67,209 | MA20=65,803 | MA50=66,723 | 信号: None
[02-27 03:35] ETHUSDT: 价格$1,998 | MA20=1,936 | MA50=1,947 | 信号: None
[02-27 03:40] BTCUSDT: 价格$67,201 | MA20=65,803 | MA50=66,723 | 信号: None
[02-27 03:40] ETHUSDT: 价格$2,002 | MA20=1,936 | MA50=1,947 | 信号: None
[02-27 03:45] BTCUSDT: 价格$67,313 | MA20=65,809 | MA50=66,725 | 信号: None
[02-27 03:45] ETHUSDT: 价格$2,008 | MA20=1,936 | MA50=1,948 | 信号: None
[02-27 03:50] BTCUSDT: 价格$67,210 | MA20=65,803 | MA50=66,723 | 信号: None
[02-27 03:50] ETHUSDT: 价格$2,003 | MA20=1,936 | MA50=1,947 | 信号: None
[02-27 03:55] BTCUSDT: 价格$67,272 | MA20=65,807 | MA50=66,725 | 信号: None
[02-27 03:55] ETHUSDT: 价格$2,003 | MA20=1,936 | MA50=1,947 | 信号: None
[02-27 04:00] BTCUSDT: 价格$67,373 | MA20=65,812 | MA50=66,727 | 信号: None
[02-27 04:00] ETHUSDT: 价格$2,006 | MA20=1,936 | MA50=1,948 | 信号: None
[02-27 04:05] BTCUSDT: 价格$67,665 | MA20=65,826 | MA50=66,732 | 信号: None
[02-27 04:05] ETHUSDT: 价格$2,022 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:10] BTCUSDT: 价格$67,617 | MA20=65,824 | MA50=66,732 | 信号: None
[02-27 04:10] ETHUSDT: 价格$2,022 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:15] BTCUSDT: 价格$67,531 | MA20=65,819 | MA50=66,730 | 信号: None
[02-27 04:15] ETHUSDT: 价格$2,022 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:20] BTCUSDT: 价格$67,611 | MA20=65,823 | MA50=66,731 | 信号: None
[02-27 04:20] ETHUSDT: 价格$2,027 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:25] BTCUSDT: 价格$67,708 | MA20=65,828 | MA50=66,733 | 信号: None
[02-27 04:25] ETHUSDT: 价格$2,030 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:30] BTCUSDT: 价格$67,543 | MA20=65,820 | MA50=66,730 | 信号: None
[02-27 04:30] ETHUSDT: 价格$2,024 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:35] BTCUSDT: 价格$67,652 | MA20=65,825 | MA50=66,732 | 信号: None
[02-27 04:35] ETHUSDT: 价格$2,028 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:40] BTCUSDT: 价格$67,440 | MA20=65,815 | MA50=66,728 | 信号: None
[02-27 04:40] ETHUSDT: 价格$2,022 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:45] BTCUSDT: 价格$67,537 | MA20=65,820 | MA50=66,730 | 信号: None
[02-27 04:45] ETHUSDT: 价格$2,024 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:50] BTCUSDT: 价格$67,501 | MA20=65,818 | MA50=66,729 | 信号: None
[02-27 04:50] ETHUSDT: 价格$2,026 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 04:55] BTCUSDT: 价格$67,636 | MA20=65,825 | MA50=66,732 | 信号: None
[02-27 04:55] ETHUSDT: 价格$2,030 | MA20=1,937 | MA50=1,948 | 信号: None
[02-27 05:00] BTCUSDT: 价格$67,659 | MA20=65,922 | MA50=66,730 | 信号: None
[02-27 05:00] ETHUSDT: 价格$2,032 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:05] BTCUSDT: 价格$67,802 | MA20=65,929 | MA50=66,733 | 信号: None
[02-27 05:05] ETHUSDT: 价格$2,039 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:10] BTCUSDT: 价格$67,751 | MA20=65,927 | MA50=66,732 | 信号: None
[02-27 05:10] ETHUSDT: 价格$2,034 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:15] BTCUSDT: 价格$67,754 | MA20=65,927 | MA50=66,732 | 信号: None
[02-27 05:15] ETHUSDT: 价格$2,035 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:20] BTCUSDT: 价格$67,759 | MA20=65,927 | MA50=66,732 | 信号: None
[02-27 05:20] ETHUSDT: 价格$2,037 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:25] BTCUSDT: 价格$67,608 | MA20=65,920 | MA50=66,729 | 信号: None
[02-27 05:25] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:30] BTCUSDT: 价格$67,524 | MA20=65,916 | MA50=66,728 | 信号: None
[02-27 05:30] ETHUSDT: 价格$2,028 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:35] BTCUSDT: 价格$67,501 | MA20=65,914 | MA50=66,727 | 信号: None
[02-27 05:35] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:40] BTCUSDT: 价格$67,410 | MA20=65,910 | MA50=66,725 | 信号: None
[02-27 05:40] ETHUSDT: 价格$2,026 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:45] BTCUSDT: 价格$67,429 | MA20=65,911 | MA50=66,726 | 信号: None
[02-27 05:45] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:50] BTCUSDT: 价格$67,377 | MA20=65,908 | MA50=66,725 | 信号: None
[02-27 05:50] ETHUSDT: 价格$2,027 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 05:55] BTCUSDT: 价格$67,361 | MA20=65,907 | MA50=66,724 | 信号: None
[02-27 05:55] ETHUSDT: 价格$2,025 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:00] BTCUSDT: 价格$67,349 | MA20=65,907 | MA50=66,724 | 信号: None
[02-27 06:00] ETHUSDT: 价格$2,025 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:05] BTCUSDT: 价格$67,436 | MA20=65,911 | MA50=66,726 | 信号: None
[02-27 06:05] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:10] BTCUSDT: 价格$67,219 | MA20=65,900 | MA50=66,721 | 信号: None
[02-27 06:10] ETHUSDT: 价格$2,021 | MA20=1,943 | MA50=1,949 | 信号: None
[02-27 06:15] BTCUSDT: 价格$67,391 | MA20=65,909 | MA50=66,725 | 信号: None
[02-27 06:15] ETHUSDT: 价格$2,024 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:20] BTCUSDT: 价格$67,349 | MA20=65,907 | MA50=66,724 | 信号: None
[02-27 06:20] ETHUSDT: 价格$2,028 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:25] BTCUSDT: 价格$67,386 | MA20=65,909 | MA50=66,725 | 信号: None
[02-27 06:25] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:30] BTCUSDT: 价格$67,464 | MA20=65,913 | MA50=66,726 | 信号: None
[02-27 06:30] ETHUSDT: 价格$2,031 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:36] BTCUSDT: 价格$67,455 | MA20=65,912 | MA50=66,726 | 信号: None
[02-27 06:36] ETHUSDT: 价格$2,030 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:41] BTCUSDT: 价格$67,390 | MA20=65,909 | MA50=66,725 | 信号: None
[02-27 06:41] ETHUSDT: 价格$2,027 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:46] BTCUSDT: 价格$67,417 | MA20=65,910 | MA50=66,725 | 信号: None
[02-27 06:46] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:51] BTCUSDT: 价格$67,550 | MA20=65,917 | MA50=66,728 | 信号: None
[02-27 06:51] ETHUSDT: 价格$2,034 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 06:56] BTCUSDT: 价格$67,517 | MA20=65,915 | MA50=66,727 | 信号: None
[02-27 06:56] ETHUSDT: 价格$2,032 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:01] BTCUSDT: 价格$67,449 | MA20=65,912 | MA50=66,726 | 信号: None
[02-27 07:01] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:06] BTCUSDT: 价格$67,429 | MA20=65,911 | MA50=66,726 | 信号: None
[02-27 07:06] ETHUSDT: 价格$2,031 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:11] BTCUSDT: 价格$67,476 | MA20=65,913 | MA50=66,727 | 信号: None
[02-27 07:11] ETHUSDT: 价格$2,033 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:16] BTCUSDT: 价格$67,510 | MA20=65,915 | MA50=66,727 | 信号: None
[02-27 07:16] ETHUSDT: 价格$2,032 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:21] BTCUSDT: 价格$67,408 | MA20=65,910 | MA50=66,725 | 信号: None
[02-27 07:21] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:26] BTCUSDT: 价格$67,353 | MA20=65,907 | MA50=66,724 | 信号: None
[02-27 07:26] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:31] BTCUSDT: 价格$67,410 | MA20=65,910 | MA50=66,725 | 信号: None
[02-27 07:31] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:36] BTCUSDT: 价格$67,492 | MA20=65,914 | MA50=66,727 | 信号: None
[02-27 07:36] ETHUSDT: 价格$2,032 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:41] BTCUSDT: 价格$67,540 | MA20=65,916 | MA50=66,728 | 信号: None
[02-27 07:41] ETHUSDT: 价格$2,034 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:46] BTCUSDT: 价格$67,565 | MA20=65,918 | MA50=66,728 | 信号: None
[02-27 07:46] ETHUSDT: 价格$2,035 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:51] BTCUSDT: 价格$67,597 | MA20=65,919 | MA50=66,729 | 信号: None
[02-27 07:51] ETHUSDT: 价格$2,034 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 07:56] BTCUSDT: 价格$67,515 | MA20=65,915 | MA50=66,727 | 信号: None
[02-27 07:56] ETHUSDT: 价格$2,032 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:01] BTCUSDT: 价格$67,498 | MA20=65,914 | MA50=66,727 | 信号: None
[02-27 08:01] ETHUSDT: 价格$2,031 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:06] BTCUSDT: 价格$67,421 | MA20=65,910 | MA50=66,725 | 信号: None
[02-27 08:06] ETHUSDT: 价格$2,026 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:11] BTCUSDT: 价格$67,488 | MA20=65,914 | MA50=66,727 | 信号: None
[02-27 08:11] ETHUSDT: 价格$2,027 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:16] BTCUSDT: 价格$67,491 | MA20=65,914 | MA50=66,727 | 信号: None
[02-27 08:16] ETHUSDT: 价格$2,028 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:21] BTCUSDT: 价格$67,583 | MA20=65,918 | MA50=66,729 | 信号: None
[02-27 08:21] ETHUSDT: 价格$2,032 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:26] BTCUSDT: 价格$67,554 | MA20=65,917 | MA50=66,728 | 信号: None
[02-27 08:26] ETHUSDT: 价格$2,032 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:31] BTCUSDT: 价格$67,543 | MA20=65,917 | MA50=66,728 | 信号: None
[02-27 08:31] ETHUSDT: 价格$2,031 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:36] BTCUSDT: 价格$67,600 | MA20=65,919 | MA50=66,729 | 信号: None
[02-27 08:36] ETHUSDT: 价格$2,030 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:41] BTCUSDT: 价格$67,550 | MA20=65,917 | MA50=66,728 | 信号: None
[02-27 08:41] ETHUSDT: 价格$2,029 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:46] BTCUSDT: 价格$67,485 | MA20=65,914 | MA50=66,727 | 信号: None
[02-27 08:46] ETHUSDT: 价格$2,027 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:51] BTCUSDT: 价格$67,438 | MA20=65,911 | MA50=66,726 | 信号: None
[02-27 08:51] ETHUSDT: 价格$2,025 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 08:56] BTCUSDT: 价格$67,487 | MA20=65,914 | MA50=66,727 | 信号: None
[02-27 08:56] ETHUSDT: 价格$2,028 | MA20=1,944 | MA50=1,949 | 信号: None
[02-27 09:01] BTCUSDT: 价格$67,477 | MA20=66,073 | MA50=66,753 | 信号: None
[02-27 09:01] ETHUSDT: 价格$2,027 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 09:06] BTCUSDT: 价格$67,453 | MA20=66,071 | MA50=66,752 | 信号: None
[02-27 09:06] ETHUSDT: 价格$2,027 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 09:11] BTCUSDT: 价格$67,397 | MA20=66,069 | MA50=66,751 | 信号: None
[02-27 09:11] ETHUSDT: 价格$2,027 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 09:16] BTCUSDT: 价格$67,385 | MA20=66,068 | MA50=66,751 | 信号: None
[02-27 09:16] ETHUSDT: 价格$2,026 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 09:21] BTCUSDT: 价格$67,312 | MA20=66,064 | MA50=66,749 | 信号: None
[02-27 09:21] ETHUSDT: 价格$2,025 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 09:26] BTCUSDT: 价格$67,215 | MA20=66,060 | MA50=66,748 | 信号: None
[02-27 09:26] ETHUSDT: 价格$2,020 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 09:31] BTCUSDT: 价格$67,275 | MA20=66,063 | MA50=66,749 | 信号: None
[02-27 09:31] ETHUSDT: 价格$2,022 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 09:36] BTCUSDT: 价格$67,272 | MA20=66,062 | MA50=66,749 | 信号: None
[02-27 09:36] ETHUSDT: 价格$2,023 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 09:41] BTCUSDT: 价格$67,153 | MA20=66,057 | MA50=66,746 | 信号: None
[02-27 09:41] ETHUSDT: 价格$2,017 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 09:46] BTCUSDT: 价格$67,048 | MA20=66,051 | MA50=66,744 | 信号: None
[02-27 09:46] ETHUSDT: 价格$2,010 | MA20=1,951 | MA50=1,950 | 信号: 做多
[02-27 09:51] BTCUSDT: 价格$67,263 | MA20=66,062 | MA50=66,748 | 信号: None
[02-27 09:51] ETHUSDT: 价格$2,017 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 09:56] BTCUSDT: 价格$67,168 | MA20=66,057 | MA50=66,747 | 信号: None
[02-27 09:56] ETHUSDT: 价格$2,013 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 10:01] BTCUSDT: 价格$67,179 | MA20=66,058 | MA50=66,747 | 信号: None
[02-27 10:01] ETHUSDT: 价格$2,013 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 10:06] BTCUSDT: 价格$67,150 | MA20=66,056 | MA50=66,746 | 信号: None
[02-27 10:06] ETHUSDT: 价格$2,012 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 10:11] BTCUSDT: 价格$66,954 | MA20=66,047 | MA50=66,742 | 信号: None
[02-27 10:11] ETHUSDT: 价格$2,005 | MA20=1,951 | MA50=1,950 | 信号: 做多
[02-27 10:16] BTCUSDT: 价格$67,037 | MA20=66,051 | MA50=66,744 | 信号: None
[02-27 10:16] ETHUSDT: 价格$2,009 | MA20=1,951 | MA50=1,950 | 信号: 做多
[02-27 10:21] BTCUSDT: 价格$67,018 | MA20=66,050 | MA50=66,744 | 信号: None
[02-27 10:21] ETHUSDT: 价格$2,006 | MA20=1,951 | MA50=1,950 | 信号: 做多
[02-27 10:26] BTCUSDT: 价格$67,110 | MA20=66,054 | MA50=66,745 | 信号: None
[02-27 10:26] ETHUSDT: 价格$2,011 | MA20=1,951 | MA50=1,950 | 信号: 做多
[02-27 10:31] BTCUSDT: 价格$67,059 | MA20=66,052 | MA50=66,744 | 信号: None
[02-27 10:31] ETHUSDT: 价格$2,008 | MA20=1,951 | MA50=1,950 | 信号: 做多
[02-27 10:36] BTCUSDT: 价格$67,204 | MA20=66,059 | MA50=66,747 | 信号: None
[02-27 10:36] ETHUSDT: 价格$2,018 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 10:41] BTCUSDT: 价格$67,288 | MA20=66,063 | MA50=66,749 | 信号: None
[02-27 10:41] ETHUSDT: 价格$2,018 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 10:46] BTCUSDT: 价格$67,191 | MA20=66,058 | MA50=66,747 | 信号: None
[02-27 10:46] ETHUSDT: 价格$2,013 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 10:51] BTCUSDT: 价格$67,296 | MA20=66,064 | MA50=66,749 | 信号: None
[02-27 10:51] ETHUSDT: 价格$2,019 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 10:56] BTCUSDT: 价格$67,248 | MA20=66,061 | MA50=66,748 | 信号: None
[02-27 10:56] ETHUSDT: 价格$2,018 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 11:01] BTCUSDT: 价格$67,400 | MA20=66,069 | MA50=66,751 | 信号: None
[02-27 11:01] ETHUSDT: 价格$2,024 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 11:06] BTCUSDT: 价格$67,485 | MA20=66,073 | MA50=66,753 | 信号: None
[02-27 11:06] ETHUSDT: 价格$2,027 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 11:11] BTCUSDT: 价格$67,367 | MA20=66,067 | MA50=66,751 | 信号: None
[02-27 11:11] ETHUSDT: 价格$2,021 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 11:16] BTCUSDT: 价格$67,318 | MA20=66,065 | MA50=66,750 | 信号: None
[02-27 11:16] ETHUSDT: 价格$2,020 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 11:21] BTCUSDT: 价格$67,431 | MA20=66,070 | MA50=66,752 | 信号: None
[02-27 11:21] ETHUSDT: 价格$2,028 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 11:26] BTCUSDT: 价格$67,417 | MA20=66,070 | MA50=66,752 | 信号: None
[02-27 11:26] ETHUSDT: 价格$2,028 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 11:31] BTCUSDT: 价格$67,447 | MA20=66,071 | MA50=66,752 | 信号: None
[02-27 11:31] ETHUSDT: 价格$2,028 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 11:36] BTCUSDT: 价格$67,492 | MA20=66,073 | MA50=66,753 | 信号: None
[02-27 11:36] ETHUSDT: 价格$2,031 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 11:41] BTCUSDT: 价格$67,456 | MA20=66,072 | MA50=66,752 | 信号: None
[02-27 11:41] ETHUSDT: 价格$2,030 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 11:46] BTCUSDT: 价格$67,421 | MA20=66,070 | MA50=66,752 | 信号: None
[02-27 11:46] ETHUSDT: 价格$2,029 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 11:51] BTCUSDT: 价格$67,389 | MA20=66,068 | MA50=66,751 | 信号: None
[02-27 11:51] ETHUSDT: 价格$2,029 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 11:56] BTCUSDT: 价格$67,295 | MA20=66,064 | MA50=66,749 | 信号: None
[02-27 11:56] ETHUSDT: 价格$2,026 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 12:01] BTCUSDT: 价格$67,258 | MA20=66,062 | MA50=66,748 | 信号: None
[02-27 12:01] ETHUSDT: 价格$2,026 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 12:06] BTCUSDT: 价格$67,166 | MA20=66,057 | MA50=66,747 | 信号: None
[02-27 12:06] ETHUSDT: 价格$2,023 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 12:11] BTCUSDT: 价格$67,212 | MA20=66,059 | MA50=66,747 | 信号: None
[02-27 12:11] ETHUSDT: 价格$2,023 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 12:16] BTCUSDT: 价格$67,195 | MA20=66,059 | MA50=66,747 | 信号: None
[02-27 12:16] ETHUSDT: 价格$2,023 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 12:21] BTCUSDT: 价格$67,219 | MA20=66,060 | MA50=66,748 | 信号: None
[02-27 12:21] ETHUSDT: 价格$2,024 | MA20=1,952 | MA50=1,951 | 信号: 做多
[02-27 12:26] BTCUSDT: 价格$67,113 | MA20=66,055 | MA50=66,745 | 信号: None
[02-27 12:26] ETHUSDT: 价格$2,020 | MA20=1,952 | MA50=1,950 | 信号: 做多
[02-27 12:31] BTCUSDT: 价格$67,127 | MA20=66,055 | MA50=66,746 | 信号: None
[02-27 12:31] ETHUSDT: 价格$2,021 | MA20=1,952 | MA50=1,950 | 信号: 做多
